Tiếng Việt,Code-mixed,label
ngồi trong phòng cùng với người mình thương và ngắm hoàng hôn và bình minh rất tuyệt,ngồi trong phòng cùng với người mình thương và ngắm sunset and dawn rất tuyệt,positive
nhưng hồ bơi riêng không được sạch cho lắm,nhưng hồ bơi riêng không được sạch cho lắm,negative
điều đó rất tiếc làm mình kg dám xuống hồ bơi,điều đó rất tiếc làm mình kg dám xuống hồ bơi,negative
kỳ nghỉ thú vị dịch vụ tiện ích tuy nhiên buffet ở nhà hàng chưa ngon bài trí phòng đơn giản quá,kỳ nghỉ thú vị utility services however buffet ở nhà hàng chưa ngon bài trí phòng đơn giản quá,negative
ở xa trung tâm muốn ăn uống phải đi khoảng 5 6km đường vào vắng vẻ và rất tối,ở far from the center muốn ăn uống phải đi khoảng 5 6km đường vào vắng vẻ và rất tối,negative
mình đi đúng hôm bể bơi đang bảo dưỡng nên ko bơi được mà bãi biển khu vực này rất nhiều bùn và nguy hiểm hầu như ko thấy khách tắm ở đây,mình đi đúng hôm bể bơi đang bảo dưỡng nên ko bơi được mà beaches khu vực này nhiều bùn and dangerous hầu như ko thấy khách tắm ở đây,negative
tốt thành công,tốt succed,positive
tuy nhiên cần tăng cường những tiện ích trong phòng vệ sinh lên thêm nưã mới xứng tầm,tuy nhiên cần tăng cường những utilities trong phòng vệ sinh lên thêm nưã mới xứng tầm,neutral
chúc quý vị ngày càng đắt khách,chúc quý vị ngày càng crowded customer,neutral
một kỳ nghỉ ấm cúng và đầy thư giãn,a holiday cosy and full thư giãn,positive
rất hài lòng về giường kingsize ăn uống khá ok,very pleased về giường kingsize ăn uống khá ok,positive
xó điều bu�i tối vắng và buồn nên phải đi ra khu trung tâm ăn uống và dạo chơi nếu bạn tìm 1 nơi yên bình để thư giãn romana là 1 trong những sự lựa chọn tốt,xó điều bu�i tối vắng và buồn nên phải đi ra khu dining centers và dạo chơi nếu bạn tìm 1 nơi yên bình để thư giãn romana là 1 trong những sự lựa chọn tốt,neutral
chúng tôi đã có kỳ nghỉ dưỡng khá hoàn hảo tại romana,we đã có kỳ nghỉ dưỡng khá perfect tại romana,positive
đặc biệt cả nhà tôi rất thích hồ bơi tại đây nó rất đẹp nên tuy bãi biển không được đẹp nhưng chúng tôi cũng chẳng phiền lòng,đặc biệt cả nhà tôi rất thích hồ bơi tại đây nó rất đẹp nên tuy beaches không được đẹp nhưng chúng tôi cũng chẳng phiền lòng,positive
thức ăn tại nhà hàng rất ngon và không quá đắt,food tại restaurant rất delicious và không quá đắt,positive
thiết kế đẹp,design đẹp,positive
nhân viên thân thiện,nhân viên friendly,positive
tuy nhiên vào ngày cuối chúng tôi hơi bị phiền vì có một nhóm khách đoàn hết sức ồn ào đến tận khuya,tuy nhiên vào ngày cuối we gasped a little bit bị phiền vì có một nhóm khách đoàn hết sức ồn ào đến tận khuya,negative
có thể nói đây là 1 kì nghĩ nhiều niềm vui romana khá đẹp rộng rãi sạch sẽ nhân viên lại phục vụ tốt khiến chúng tôi cảm thấy rất thoải mái khi nghĩ dưỡng xả stress,có thể nói đây là 1 kì nghĩ nhiều niềm vui romana khá đẹp rộng rãi sạch sẽ nhân viên lại well served khiến chúng tôi feeling very comfortable. khi nghĩ dưỡng xả stress,positive
tuy nhiên vào buổi tối resort không có gì để chơi và địa thế lại xa khu trung tâm mũi né đường xá lại quá tối không thuận tiện cho khách đi dạo khách chỉ có thể quanh quẩn trong khu resort,tuy nhiên vào buổi tối resort không có gì để chơi và địa thế lại xa khu trung tâm mũi né đường xá lại quá tối không thuận tiện for guests đi dạo khách chỉ có thể quanh quẩn trong khu resort,negative
lý tưởng thích hợp nghỉ dưỡng,appropriate ideals nghỉ dưỡng,positive
biển đẹp khung cảnh yên tĩnh,biển đẹp scene yên tĩnh,positive
gia đình tôi đã ở tại villa số 002 3 phòng ngủ view biển và villa số 006 1 phòng ngủ trong 4 ngày dịp 1 5 2012,my family đã ở tại villa số 002 3 phòng ngủ view biển và villa số 006 1 phòng ngủ trong 4 ngày dịp 1 5 2012,neutral
do ở cách xa khu vực trung tâm nên resort này có không gian và cảnh quan rất đẹp phù hợp với việc nghỉ dưỡng của gia đình,do ở cách xa central area nên resort này there is space and cảnh quan rất đẹp that are suitable for việc nghỉ dưỡng of the family,positive
các villa được bố trí hợp lý thiết kế gần gũi với thiên nhiên bãi tắm không đẹp lắm tuy nhiên khách sạn luôn bố trí người cứu hộ và cảnh báo nguy hiểm cho khách hồ bơi rất đẹp,các villa được bố trí hợp lý thiết kế gần gũi với thiên nhiên bãi tắm không đẹp lắm tuy nhiên khách sạn luôn bố trí người cứu hộ và warning of danger for guests hồ bơi rất đẹp,positive
tuy nhiên có một số nhược điểm cần nâng cấp phòng ăn sáng hơi chật nếu có đông khách cùng ăn 1 lúc an ninh không tốt lắm villa 006 bị mất sen tắm đồ dùng của trẻ em nếu quên ở bể bơi hay phòng ăn sáng sẽ không tìm lại được,tuy nhiên có một số nhược điểm need upgrading phòng ăn sáng hơi chật nếu có đông khách cùng ăn 1 lúc an ninh không tốt lắm villa 006 bị mất sen tắm đồ dùng của trẻ em nếu quên ở bể bơi hay phòng ăn sáng sẽ không tìm lại được,negative
lần đầu tôi đến đây tôi rất thích,lần đầu tôi đến đây tôi rất like,positive
các villa rất đẹp hồ bơi rộng và đẹp,các villa rất đẹp hồ bơi rộng và đẹp,positive
khu vực có nhiều cây xanh yên tĩnh,khu vực có many quiet green trees,positive
nhân viên nhiệt tình chu đáo,"staff nhiệt tình, take care",positive
khách sạn đẹp nhân viên phục vụ chu đáo thiết kế phòng ấm cúng đẹp,beautiful hotel service personnel chu đáo room design ấm cúng đẹp,positive
tuy nhiên bãi biển không đẹp bị ngăn bởi bờ kè nhiều đá,tuy nhiên beaches không đẹp bị ngăn bởi bờ kè nhiều stone,negative
vị trí hơi xa so với trung tâm mũi né không có nhiều dịch vụ giải trí khác để phục vụ du khách,vị trí hơi xa so với center mũi né không có nhiều other entertainment services để phục vụ du khách,negative
nhà hàng phục vụ thức ăn bình thường không ngon không dở,nhà hàng phục vụ thức ăn normal không ngon không dở,negative
không có dịch vụ bán hàng lưu niệm,without service bán hàng lưu niệm,negative
chúng tôi đã có 1 kỳ nghỉ cuối tuần vui vẻ và thư giãn cùng bạn bè ở romana resort,we đã có 1 kỳ nghỉ cuối tuần having fun and thư giãn cùng bạn bè ở romana resort,positive
tôi thích phong cách phục vụ của nhân viên ở đây và đặc biệc ấn tượng cách bày trí bữa buffet,tôi thích phong cách phục vụ của nhân viên ở đây và đặc biệc ấn tượng cách bày trí bữa buffet,positive
tôi dự đám cưới của bạn tôi được tổ chức trên bãi biển và mọi thứ đã diễn ra rất tuyệt,tôi dự đám cưới của bạn tôi được tổ chức trên beaches and mọi thứ đã diễn ra rất tuyệt,positive
1 thái độ nhân viên nữ không tốt không phải tất cả nhưng khi check out có một nhân viên nữ tỏ vẻ khó chịu có thể vì lúc đó khách đoàn check out nhiều nhưng như thế đã làm mất hình ảnh của resort,1 employee attitude nữ không tốt không phải tất cả nhưng khi check out có một nhân viên nữ tỏ vẻ khó chịu có thể vì lúc đó khách đoàn check out nhiều nhưng như thế đã làm mất hình ảnh của resort,negative
không khí ở đây cũng bình thường,atmosphere ở đây cũng bình thường,neutral
wifi không tốt chỉ có tại quầy lễ tân là có nhưng nhân viên không giải đáp được thắc mắc của chúng tôi mã password cứ bảo là không cần pw nhưng tất cả thiết bị của chúng tôi đều không sử dụng được,wifi không tốt chỉ có tại quầy lễ tân là có nhưng nhân viên không giải đáp được thắc mắc của chúng tôi mã password cứ bảo là không cần pw nhưng all the devices của we đều không sử dụng được,negative
địa chỉ của khách sạn khó tìm,address của khách sạn khó tìm,negative
thiết bị phòng không tốt cụ thể là chìa khóa phòng bị hư bồn tắm bị rỉ nước hồ bơi khá dơ 4,room equipment không tốt cụ thể là chìa khóa phòng bị hư bồn tắm bị rỉ nước hồ bơi khá dirty 4,negative
nhân viên không chuyên nghiệp và nắm thông tin không rõ ràng,nhân viên không professional and nắm information không rõ ràng,negative
dịch vụ spa không chuyên nghiệp tôi đã hỏi rõ có phòng riêng hay không họ confirm là có nhưng cuối cùng lại đẩy bạn tôi vào phòng tập thể khoản 6 người và người kế bên là nam,dịch vụ spa không chuyên nghiệp tôi đã hỏi rõ có phòng riêng hay không họ confirm là có nhưng cuối cùng lại đẩy bạn tôi vào collective room khoản 6 người và người kế bên là nam,negative
kỳ nghỉ của chúng tôi rất tuyệt phong cảnh ở romana rất đẹp và rất lạng mãng rất tiếc phòng quá nhỏ tiện nghi trong phòng chưa đạt được tiêu tuẩn 4 sao,kỳ nghỉ của chúng tôi rất tuyệt phong cảnh ở romana rất đẹp và rất lạng mãng rất tiếc phòng quá nhỏ amenities in the room chưa đạt được tiêu tuẩn 4 sao,positive
có 1 chuyến đi thú vị và tận hưởng thời gian ờ đây,có 1 chuyến đi thú vị và tận hưởng time ờ đây,positive
có dịp nhất định sẽ ghé lại,have a chance nhất định sẽ ghé lại,positive
thức ăn phong phú giá cả hợp lý phòng ngủ tuyệt vời nhưng biển ko được đẹp cho lắm khu ở ko tập trung muốn đi chơi xa hơi khó khăn thích hợp cho các cặp tình nhân gia đình nghỉ ngơi,food phong phú giá cả hợp lý phòng ngủ tuyệt vời nhưng biển ko được beautiful cho lắm khu ở ko tập trung muốn đi chơi xa hơi khó khăn thích hợp cho các cặp tình nhân gia đình nghỉ ngơi,positive
nói chung là tạm ổn cho kỳ nghỉ,nói chung là tạm ổn cho vacation,neutral
giá cả đắt so với các nơi khác cần xem lại giá cả cho phù hợp ăn sáng ít thưc ăn và lập lại ko phong phú,price expensive so với các nơi khác cần xem lại price cho phù hợp ăn sáng ít thưc ăn và lập lại ko phong phú,positive
nói chung là khách sạn tốt tuy nhiên nhân viên phục vụ chưa thực sự chuyên nghiệp,generally hotel  tốt tuy nhiên service personnel chưa thực sự chuyên nghiệp,positive
thang máy của khách sạn quá cũ kỹ,thang máy của the hotel rất old ,negative
nói chung khách sạn tốt view nhìn ta biển đẹp tuy nhiên phong cách phục vụ chưa được chuyên nghiệp lắm,nói chung good hotel view nhìn ta biển đẹp tuy nhiên phong cách phục vụ chưa được chuyên nghiệp lắm,neutral
thang máy cũ kỹ,elevator cũ kỹ,negative
tuyệt voi cho nghỉ dương và cho gia đình có con nhỏ,tuyệt voi cho nghỉ dương và cho family có con nhỏ,positive
hơi xa trung tâm thành phó,hơi far from the center thành phó,negative
khách sạn có diện tích sân vườn lớn kiến trúc không quá hào nhoáng giá phòng phải chăng,hotel có diện tích sân vườn lớn kiến trúc không quá hào nhoáng room price phải chăng,neutral
phù hợp với gia đình có trẻ nhỏ,suitable cho family có trẻ nhỏ,positive
tuy nhiên khá xa trung tâm tp đà nẵng và các nhà hàng ngon,tuy nhiên khá xa central tp đà nẵng và các nhà hàng ngon,negative
hài lòng resort nằm ngay cạnh bờ biển có bãi tắm riêng rất đẹp có 03 bể bơi cho khách tự do lựa chọn thái độ phục vụ của nhân viên rất tốt nhiệt tình và tận tâm,hài lòng resort nằm ngay cạnh bờ biển có bãi tắm riêng rất đẹp có 03 bể bơi for guests tự do lựa chọn service attitudes của nhân viên rất tốt enthusiasm and tận tâm,positive
khách sạn có vị trí đẹp ngay bên bờ biển có bãi tắm riêng rất sạch đẹp và an toàn,the hotel có location đẹp ngay bên bờ biển có bãi tắm riêng rất sạch đẹp và an toàn,positive
không gian rộng nhiều hồ bơi tiện lợi nhân viên phục vụ chu đáo nhiệt tình,không gian rộng nhiều hồ bơi tiện lợi service personnel chu đáo nhiệt tình,positive
tuy nhiên sảnh tiếp đón không có điều hòa rất nóng đồ ăn uống giá phục vụ vô cùng cao xung quanh khu resort không có hàng quán đi ăn sáng và ăn trưa khá bất tiện phải gọi taxi vào trung tâm thành phố,tuy nhiên sảnh tiếp đón không có điều hòa rất nóng đồ ăn uống giá phục vụ vô cùng cao xung quanh khu resort không có hàng quán đi ăn sáng và ăn trưa khá bất tiện phải gọi taxi vào the city centre,negative
resort đẹp yên tĩnh bai biển sạch và đẹp gần các điểm du lịch nổi tiếng ở đà nẵng phong cách phục vụ chu đáo tôi sẽ quay trở lại đây vào năm sau,resort đẹp yên tĩnh bai biển sạch và đẹp gần các điểm du lịch nổi tiếng ở đà nẵng phong cách phục vụ chu đáo tôi sẽ quay trở lại đây vào năm sau,positive
bãi biển đẹp nhân viên thân thiện phòng ốc thì bình thường hơi cũ cần sửa sang lại khu vui chơi trẻ em hơi ít đồ chơi nên xây thêm bể bơi cho trẻ em với cầu trượt nước,beautiful beaches friendly staff phòng ốc thì bình thường hơi cũ cần sửa sang lại khu vui chơi trẻ em hơi ít đồ chơi nên xây thêm swimming pools for children với cầu trượt nước,neutral
một vài điểm chưa tốt 1,a few points chưa tốt 1,negative
phòng không có sẵn bàn chải và kem đánh răng,room không có available bàn chải và kem đánh răng,negative
đồng phục nhân viên xấu,uniform của nhân viên xấu,negative
khi đặt phòng chúng tôi yêu cầu giường đôi nhưng lên phòng lại là hai giường đơn ghép lại với nhau,khi đặt phòng chúng tôi requesting twin beds nhưng lên phòng lại là hai giường đơn ghép lại với nhau,negative
nhân viên bất lịch sự lắm,nhân viên impolite lắm,negative
phòng nhìn chung thoáng mát nhưng nếu nhìn kỹ thì sàn nhà và thảm lại vấn nhiều bụi và lông chổi,phòng nhìn chung thoáng mát nhưng nếu lookl closely thì sàn nhà và thảm lại vấn nhiều bụi và lông chổi,neutral
mọi thứ bình thường,mọi thứ normal,neutral
khi chúng tôi order thức ăn lên phòng room service ngoài việc đồ ăn không giống như trong thực đơn trong menu là bánh kem flan và bánh chocolate nhưng khi đem đến phòng thì chỉ có bánh kem flan mà không có lời giải thích nào từ nhân viên phục vụ anh phục vụ phòng còn tự nhiên đi thẳng vào phòng làm cho bạn gái của tôi phải ngượng ngùng và khó chịu,khi chúng tôi order thức ăn lên phòng room service ngoài việc đồ ăn không giống như trong thực đơn trong menu là bánh kem flan và bánh chocolate nhưng khi đem đến phòng thì chỉ có bánh kem flan mà không có lời giải thích nào từ service personnel anh phục vụ phòng còn tự nhiên đi thẳng vào phòng làm cho bạn gái của tôi phải ngượng ngùng và khó chịu,negative
sau đó anh này còn tiếp tục nhìn cô ấy và đi ngược ra mà không có lời xin lỗi,sau đó anh này còn continue to look at her ấy và đi ngược ra mà không có lời xin lỗi,negative
với khung cảnh đẹp phòng sang trọng phục vụ chu đáo và nhiệt tình tôi rất hài lòng,với khung cảnh đẹp phòng sang trọng phục vụ attentive and enthusiastic tôi very pleased,positive
tại nơi đây phục vụ rất chu đáo và nhiệt tình hầu hết mọi hoạt động đều mang đến cho khách sự thoải mái tôi rất thích nơi đây,tại nơi đây served very well attentive and enthusiastic hầu hết mọi hoạt động đều mang đến for guests sự thoải mái tôi rất thích nơi đây,positive
ban đầu khi chuẩn bị check in thì tôi hơi bất ngờ sanday nhìn có vẻ hơi cũ kỉ,initially when chuẩn bị check in thì tôi hơi bất ngờ sanday nhìn có vẻ hơi cũ kỉ,neutral
nhưng khi đã nhận phòng ở lại đêm đầu tiên thì cách nghĩ tôi đã thay đổi bản thân làm nghê xây dựng và cũng hoàn thiện nhiều công trình mang đảng cấp vài sao thì tôi thấy khách sạn này rất ổn,nhưng khi đã nhận phòng ở lại đêm đầu tiên thì cách nghĩ tôi đã thay đổi bản thân làm nghê xây dựng và cũng hoàn thiện nhiều công trình mang đảng cấp vài sao thì tôi saw this hotel rất ổn,neutral
khách sạn đã chăm chút từng chi tiết nhỏ,khách sạn đã chăm chút từng chi tiết nhỏ,positive
tôi rất thich thái độ phục vụ của tất cả mọi người từ anh làm vườn chị vệ sinh phòng tiếp tân … và một điều quan trọng là anh cứu hộ bờ biển làm việc rất chuyên nghiệp nhiệt tình,tôi rất thich service attitudes của tất cả mọi người từ anh làm vườn chị vệ sinh phòng tiếp tân … và một điều quan trọng là anh cứu hộ bờ biển làm việc rất enthusiastic professionalism,positive
gia đình tôi thấy rất an tâm khi tắm biển ở đây,my family thấy rất an tâm khi tắm biển ở đây,positive
nói chung khách sạn centara sandy beach resort khá phù hợp cho những chuyến du lịch gia đình,nói chung khách sạn centara sandy beach resort khá phù hợp cho những chuyến family tourism,neutral
sẽ tốt hơn nữa nếu khách sạn có bố trí xe đưa đón tại sân bay và các chòi ngoài bờ biển mát hơn cho trẻ em chơi,sẽ tốt hơn nữa nếu hotel có bố trí xe đưa đón tại airports and other chòi ngoài bờ biển mát hơn for children chơi,neutral
tôi nghĩ rằng centara sandy beach resort không xứng đáng được đánh giá 4 sao với chất lượng dịch vụ thua kém rất nhiều so với những nơi 4 sao khác,tôi nghĩ rằng centara sandy beach resort does not deserve được đánh giá 4 sao with quality dịch vụ thua kém a lot so với những nơi 4 sao khác,negative
thoải mái giá hợp lý vườn rộng và đẹp phòng biệt lập không gian resort đẹp và rộng rãi,thoải mái giá hợp lý vườn rộng và đẹp isolated rooms không gian resort đẹp và rộng rãi,positive
da thanh toán tiền phat sinh ngoài nhưng chưa nhận được hóa đơn vat,da thanh toán tiền phat sinh ngoài nhưng chưa nhận được bill vat,negative
là nơi khá lý tưởng để nghỉ dưỡng với view đẹp các dịch vụ khá tiện nghi kết hợp với khu thể dục thể thao giải trí,là nơi khá lý tưởng để nghỉ dưỡng với view đẹp các dịch vụ khá tiện nghi kết hợp với khu thể dục sport entertainment,positive
tuy nhiên một số hạng mục đang thi công chưa hoàn thiện cộng với ăn uống chưa thật tốt là hạn chế của resort ở thời điểm này,tuy nhiên một số hạng mục đang thi công incomplete cộng với ăn uống chưa thật tốt là hạn chế của resort ở thời điểm này,negative
ở centara sandy beach resort thoải mái giá cả phải chăng có xe đưa đón hàng ngày vào đá nẵng,ở centara sandy beach resort thoải mái giá cả phải chăng có xe đưa đón hàng ngày vào đá nẵng,positive
khách sạn với đầy đủ tiện nghi đặc biệt có sauna khô mà ít khách sạn tại việt nam cung cấp,hotel with đầy đủ tiện nghi đặc biệt có sauna khô mà ít khách sạn tại việt nam provide,positive
bãi biển riêng phẳng lặng,beaches riêng phẳng lặng,positive
phòng nghỉ hướng biển với cảnh hoàng hôn và bình minh tuyệt đẹp có thể thưởng thức ngay từ trên giường hay ghế sofa trong phòng nghỉ,phòng nghỉ hướng biển với cảnh sunset and dawn tuyệt đẹp có thể thưởng thức ngay từ trên giường hay ghế sofa trong phòng nghỉ,positive
quán ăn bar relax ngay cạnh hồ bơi,quán ăn bar relax ngay cạnh hồ bơi,positive
lối đi vào khu resort rất phong cách với các hàng cây lớn rậm rạp như lối mòn đi vào rừng tạo cảm giác tách biệt với đường xe cộ bên ngoài,lối đi vào khu resort rất phong cách với các hàng cây lớn rậm rạp như lối mòn đi vào rừng tạo cảm giác split với đường xe cộ bên ngoài,positive
thật sự phù hợp để nghỉ ngơi gần gũi với thiên nhiên,thật sự phù hợp để nghỉ ngơi gần gũi với nature,positive
kỳ nghỉ tại khách sạn mang đến cảm giác thư giãn tuyệt vời cùng thiên nhiên và biển cả,kỳ nghỉ at the hotel mang đến cảm giác thư giãn tuyệt vời cùng nature và sea,positive
khách sạn phục vụ tốt bữa sáng ngon miệng với thực đơn khá phong phú,hotel served well bữa sáng ngon miệng với thực đơn khá phong phú,positive
nhân viên khách sạn rất thân thiện và mến khách,nhân viên của hotel  very friendly và mến khách,positive
khu nghỉ mát sang trọng này nằm trên bãi biển nổi tiếng đà nẵng của việt nam với 146 phòng khách rộng rãi,khu nghỉ mát sang trọng này nằm trên beaches nổi tiếng đà nẵng của việt nam với 146 phòng khách rộng rãi,positive
centara sandy beach resort da nang gần ngũ hành sơn được du khách quốc tế tìm đến để khám phá vẻ đẹp và lịch sử kỳ vĩ của nó,centara sandy beach resort da nang gần ngũ hành sơn được du khách quốc tế tìm đến để khám phá vẻ đẹp và history kỳ vĩ của nó,positive
khách sạn cung cấp nhiều loại phòng khác nhau nhìn ra biển và khu vườn nhiệt đới với tiện nghi hiện đại như máy lạnh truyền hình vệ tinh và mini bar,hotel provides nhiều loại phòng khác nhau looking out at the sea và khu vườn nhiệt đới với tiện nghi hiện đại như máy lạnh truyền hình satellite and mini bar,positive
centara sandy beach resort da nang có một loạt các hoạt động thể thao khác nhau để phụcv vụ cho khách hàng giải trí như hai bể bơi jacuzzi phòng tắm hơi cũng như các nhà hàng nổi tiếng nhìn ra bãi biển phục vụ tất cả mọi thứ từ hamburger cho món ăn ngon dân tộc việt nam,centara sandy beach resort da nang có một loạt các hoạt động thể thao khác nhau để phụcv vụ for guests hàng giải trí như hai bể bơi jacuzzi phòng tắm hơi cũng như các nhà hàng nổi tiếng nhìn ra bãi sea serves all mọi thứ từ hamburger cho món ăn ngon dân tộc việt nam,positive
khách sạn đẹp giá tốt vị trí thuận tiện bãi biển đẹp,beautiful hotel giá tốt vị trí thuận tiện beautiful beaches,positive
nói chung đây là resort rất đáng yêu thân thiện có điều mình thắc mắc là mình book phòng giá cũng cao mà chi phí này có phí phục vụ nhưng lại không bao gồm đưa đón sân bay không bao gồm ăn sáng,nói chung đây là resort rất đáng yêu friendly has the thing. mình thắc mắc là mình book phòng giá cũng cao mà chi phí này có phí phục vụ nhưng lại không bao gồm đưa đón sân bay không bao gồm ăn sáng,neutral
khung cảnh đẹp chất lượng phòng tốt tuy nhiên không mới,khung cảnh đẹp chất lượng phòng tốt tuy nhiên không new,neutral
đồ ăn đắt và không được ngon lắm,đồ ăn đắt và không được delicious lắm,negative
khu nghỉ không quá xa trung tâm thành phố và đi hội an cũng rất gần,khu nghỉ không quá xa the city centre and đi hội an cũng rất gần,neutral
chúng tôi đã có một kỳ nghỉ thoải mái thư giãn tại đây,we đã có a holiday thoải mái thư giãn tại đây,positive
hai ngày nghỉ tại đây hơi buồn vì resort ở cách xa khu ăn uống và vui chơi,hai ngày nghỉ tại đây hơi buồn vì resort ở cách xa khu eat and drink and vui chơi,negative
thật tốt,thật good,positive
nơi nghĩ dưỡng tuyệt vời không gian thoáng đãng nhưng cũng kết nối với các điểm du lịch dễ dàng qua xe đưa đón của resort,nơi nghĩ dưỡng tuyệt vời không gian thoáng đãng but also kết nối với các điểm du lịch dễ dàng qua xe đưa đón của resort,positive
mình ở phòng khu nhà cao tầng nên thấy phòng cũng hơi nhỏ resort xa trung tâm nên đi ăn cũng hơi bất tiện,mình ở phòng khu nhà cao tầng nên thấy phòng cũng hơi nhỏ resort far from the center nên đi ăn cũng hơi bất tiện,negative
mình thích nhất là đạp xe quanh resort vào buổi sáng,mình thích nhất ride a bicycle quanh resort vào buổi sáng,positive
nói chung giá cả ở đây phù hợp với túi xiền của mình,nói chung giá cả ở đây là suitable for túi xiền của mình,positive
chúng tôi ở đây 2 đêm và rất hài lòng về sự lựa chọn của mình,chúng tôi ở đây 2 đêm và very pleased about choices của mình,positive
resort đẹp vị trí tuyệt vời chất lượng phòng và phục vụ tốt,resort đẹp vị trí tuyệt vời chất lượng phòng và well served,positive
chắc chắn sẽ chọn centara sandy beach cho những chuyến đi đà nẵng sắp tới,will certainly choose centara sandy beach cho những chuyến đi đà nẵng sắp tới,positive
kiến trúc khách sạn đẹp,beautiful hotel architecture,positive
phòng rộng và có góc nhìn tốt nhưng nội thất không được tốt,phòng rộng và có góc nhìn tốt nhưng interior không được tốt,neutral
điều khiển tivi máy điều hòa bị hư gọi lễ tân nhưng ko khắc phục được thức ăn quá đắt so với người việt,control tivi máy điều hòa bị hư gọi lễ tân nhưng ko khắc phục được thức ăn quá expensive so với người việt,negative
kiến trúc khách sạn đẹp,beautiful hotel architecture,positive
phòng rộng và có góc nhìn tốt nhưng nội thất không được tốt,room large và có góc nhìn good nhưng interior không được tốt,neutral
điều khiển tivi máy điều hòa bị hư gọi lễ tân nhưng ko khắc phục được thức ăn quá đắt so với người việt,điều khiển tivi máy điều hòa bị hư gọi  receptionist nhưng ko khắc phục được thức ăn quá đắt so với người việt,negative
ấn tượng nhất của gia đình tôi trong kỳ nghỉ này là khách sạn đã tổ chức một bữa tiệc cuối năm rất vui ấn tượng và ấm cúng,ấn tượng nhất của my family trong kỳ nghỉ này là khách sạn đã tổ chức một year end party rất vui ấn tượng và ấm cúng,positive
món ăn trong bữa tiệc tươi ngon,dish in bữa tiệc tươi ngon,positive
chương trình kéo dài đến tận qua thời điểm năm mới tạo một không khí rất vui vẻ,chương trình kéo dài đến tận qua thời điểm năm mới tạo một the air  rất cheerful.,positive
từ sân bay đến khách sạn khoảng 200 tiền taxi có free bus của khách sạ nhưng mình không nắm rõ giá,từ sân bay đến khách sạn khoảng 200 money taxi có free bus của khách sạn nhưng mình không nắm rõ giá,neutral
nhân viên thân thiện và rất niềm nở phục vụ nước uống miễn phí khi vừa đến nơi,friendly staff and rất niềm nở phục vụ nước uống miễn phí khi vừa đến nơi,positive
phòng sạch sẽ và giường rất rộng 2mx2m đầy đủ vật dụng cần thiết,phòng sạch sẽ và giường rất rộng 2mx2m đầy đủ vật dụng necessary,positive
đi ra biển rất gần bãi biển và hồ bơi sạch sẽ tiện lợi vì có taxi xung quanh tương đối nhiều free bus đến thành phố 2 chuyến 1 ngày và đi hội an cũng vậy mình đi chuyến 19h30 21h30 vừa đủ thời gian đi dạo 1 vòng hội an và ăn uống,đi ra biển rất gần beaches and hồ bơi sạch sẽ tiện lợi vì có taxi xung quanh tương đối nhiều free bus đến thành phố 2 chuyến 1 ngày và đi hội an cũng vậy mình đi chuyến 19h30 21h30 vừa đủ thời gian đi dạo 1 vòng hội an và ăn uống,positive
chúng tôi tới để chơi golf nên resort này rất phù hợp,chúng tôi tới để chơi golf nên resort này very suitable,positive
yên tĩnh amp gần sân golf,yên tĩnh amp gần sân golf,positive
khuôn viên rộng rãi thoáng đãng giữa rừng cây và biển vườn rộng với nhiều loại cây hoa đẹp mắt dịch vụ nhiệt tình có thêm các dịch vụ xe bus đưa khách đi các địa điểm chính ở đà nẵng,khuôn viên rộng rãi thoáng đãng giữa rừng cây và biển vườn rộng với nhiều loại cây hoa đẹp mắt dịch vụ nhiệt tình có thêm các car service bus đưa khách đi các địa điểm chính ở đà nẵng,positive
hài lòng hoàn toàn nhân viên phục vụ khá chu đáo phù hợp với việc nghỉ ngơi thư giãn hơi khó khăn trong việc đi lại ăn uống vì phải đi taxi hoặc thuê xe máy vào mỹ khê ăn tuy nhiên lại phù hợp với việc chạy ra chạy vào hội an,hài lòng hoàn toàn service personnel khá chu đáo that are suitable for việc nghỉ ngơi thư giãn hơi khó kheat in việc đi lại ăn uống vì phải đi taxi hoặc thuê xe máy vào mỹ khê ăn tuy nhiên lại that are suitable for việc chạy ra chạy vào hội an,positive
khuôn viên rộng rãi nhiều cây xanh ko khí trong lành và tạo được không gian riêng cho khách,khuôn viên rộng rãi many green trees ko khí trong lành và tạo được không gian riêng for guests,positive
bể bơi sạch sẽ và độc lập bãi biển sạch,bể bơi sạch sẽ và độc lập beaches sạch,positive
nhân viên thái độ niềm nở,attitude staff niềm nở,positive
ăn sáng ngon,ăn sáng delicious,positive
cà phê ko ngon lắm,cà phê ko tasty lắm,negative
đồ ăn nhà hàng ko ngon lắm và hơi đắt,đồ ăn nhà hàng ko ngon lắm và hơi expensive,negative
vị trí khách sạn hơi xa trung tâm,hotel location hơi far from the center,negative
mình đi 2 người ở phòng cao cấp nhất ocean bungalow,mình đi 2 người ở high-end rooms nhất ocean bungalow,neutral
phòng ốc nói chung là ổn hướng biển,phòng ốc nói chung là ổn view biển,positive
nhưng bãi biển ko có được đẹp cho lắm nói chung là hợp lý so với giá tiền,nhưng beaches ko có được đẹp cho lắm nói chung là hợp lý so với price money,neutral
chất lượng phục vụ của nhân viên khách sạn rất kém thái độ phục vụ khách dở tệ,chất lượng phục vụ của nhân viên the hotel is very kém service attitudes khách dở tệ,negative
